segment,period,feature,feature_type,baseline_scope,reference_n,current_n,missing_rate_train,missing_rate_test,psi,ks,cat_tvd,cat_unseen_rate,status
SINGLE_FAMILY,2024Q2,month_cos,numeric,segment,103119,4690,0.0,0.0,8.459927596449552,0.41414288346473493,,,alert
SINGLE_FAMILY,2024Q2,month_sin,numeric,segment,103119,4690,0.0,0.0,8.44697167218745,0.5726199827383897,,,alert
SINGLE_FAMILY,2024Q2,rate_regime_bucket,categorical,segment,103119,4690,0.0,0.0,,,1.0,1.0,alert
SINGLE_FAMILY,2024Q3,days_since_2019_start,numeric,segment,103119,4980,0.0,0.0,11.512824495685441,1.0,,,alert
SINGLE_FAMILY,2024Q3,month_cos,numeric,segment,103119,4980,0.0,0.0,9.74324360474008,0.6540210824387358,,,alert
SINGLE_FAMILY,2024Q3,month_sin,numeric,segment,103119,4980,0.0,0.0,8.632233644806172,0.42738001726161035,,,alert
SINGLE_FAMILY,2024Q3,rate_regime_bucket,categorical,segment,103119,4980,0.0,0.0,,,1.0,1.0,alert
SINGLE_FAMILY,2024Q4,days_since_2019_start,numeric,segment,103119,4910,0.0,0.0,11.512824495685441,1.0,,,alert
SINGLE_FAMILY,2024Q4,month_cos,numeric,segment,103119,4910,0.0,0.0,8.857514318961105,0.43068687632735,,,alert
SINGLE_FAMILY,2024Q4,month_sin,numeric,segment,103119,4910,0.0,0.0,8.77771922272006,0.696515676063577,,,alert
SINGLE_FAMILY,2024Q4,rate_regime_bucket,categorical,segment,103119,4910,0.0,0.0,,,1.0,1.0,alert
SMALL_MULTI,2023Q3,days_since_2019_start,numeric,segment,12393,247,0.0,0.0,12.432524731346396,0.999838618575002,,,alert
SMALL_MULTI,2023Q3,month_cos,numeric,segment,12393,247,0.0,0.0,11.454928239558194,0.6326958767045914,,,alert
SMALL_MULTI,2023Q3,month_sin,numeric,segment,12393,247,0.0,0.0,10.090760386658017,0.6341483095295731,,,alert
SMALL_MULTI,2023Q3,rate_regime_bucket,categorical,segment,12393,247,0.0,0.0,,,0.6080045186798999,0.0,alert
SMALL_MULTI,2023Q4,days_since_2019_start,numeric,segment,12393,496,0.0,0.0,11.512824204560212,1.0,,,alert
SMALL_MULTI,2023Q4,month_cos,numeric,segment,12393,496,0.0,0.0,9.342253524939778,0.46381021544420237,,,alert
SMALL_MULTI,2023Q4,month_sin,numeric,segment,12393,496,0.0,0.0,9.572274244632167,0.7277495360284032,,,alert
SMALL_MULTI,2023Q4,rate_regime_bucket,categorical,segment,12393,496,0.0,0.0,,,0.6080045186798999,0.0,alert
SMALL_MULTI,2024Q1,days_since_2019_start,numeric,segment,12393,485,0.0,0.0,11.512824204560212,1.0,,,alert
SMALL_MULTI,2024Q1,month_cos,numeric,segment,12393,485,0.0,0.0,9.589450685605637,0.6748971193415638,,,alert
SMALL_MULTI,2024Q1,month_sin,numeric,segment,12393,485,0.0,0.0,8.196943224615438,0.36585169047042687,,,alert
SMALL_MULTI,2024Q1,rate_regime_bucket,categorical,segment,12393,485,0.0,0.0,,,1.0,1.0,alert
SMALL_MULTI,2024Q2,days_since_2019_start,numeric,segment,12393,590,0.0,0.0,11.512824204560212,1.0,,,alert
SMALL_MULTI,2024Q2,month_cos,numeric,segment,12393,590,0.0,0.0,8.236180151544135,0.3836036472202049,,,alert
SMALL_MULTI,2024Q2,month_sin,numeric,segment,12393,590,0.0,0.0,8.04156806149257,0.5423222787057209,,,alert
SMALL_MULTI,2024Q2,rate_regime_bucket,categorical,segment,12393,590,0.0,0.0,,,1.0,1.0,alert
SMALL_MULTI,2024Q3,days_since_2019_start,numeric,segment,12393,639,0.0,0.0,11.512824204560212,1.0,,,alert
SMALL_MULTI,2024Q3,month_cos,numeric,segment,12393,639,0.0,0.0,9.57605181215468,0.6326958767045914,,,alert
SMALL_MULTI,2024Q3,month_sin,numeric,segment,12393,639,0.0,0.0,8.612694754696168,0.4576777212942791,,,alert
SMALL_MULTI,2024Q3,rate_regime_bucket,categorical,segment,12393,639,0.0,0.0,,,1.0,1.0,alert
SMALL_MULTI,2024Q4,days_since_2019_start,numeric,segment,12393,561,0.0,0.0,11.512824204560212,1.0,,,alert
SMALL_MULTI,2024Q4,month_cos,numeric,segment,12393,561,0.0,0.0,9.314270961618126,0.46381021544420237,,,alert
SMALL_MULTI,2024Q4,month_sin,numeric,segment,12393,561,0.0,0.0,9.566217664718799,0.7277495360284032,,,alert
SMALL_MULTI,2024Q4,rate_regime_bucket,categorical,segment,12393,561,0.0,0.0,,,1.0,1.0,alert
WALKUP,2023Q3,days_since_2019_start,numeric,segment,20864,405,0.0,0.0,11.51283435597967,1.0,,,alert
WALKUP,2023Q3,month_cos,numeric,segment,20864,405,0.0,0.0,11.604056802901889,0.6375575153374233,,,alert
WALKUP,2023Q3,month_sin,numeric,segment,20864,405,0.0,0.0,10.03029782052586,0.6217407975460123,,,alert
WALKUP,2023Q3,rate_regime_bucket,categorical,segment,20864,405,0.0,0.0,,,0.6208301380368098,0.0,alert
WALKUP,2023Q4,days_since_2019_start,numeric,segment,20864,867,0.0,0.0,11.51283435597967,1.0,,,alert
WALKUP,2023Q4,month_cos,numeric,segment,20864,867,0.0,0.0,9.071655236193006,0.45868481595092025,,,alert
WALKUP,2023Q4,month_sin,numeric,segment,20864,867,0.0,0.0,9.406263008374317,0.7157783742331288,,,alert
WALKUP,2023Q4,rate_regime_bucket,categorical,segment,20864,867,0.0,0.0,,,0.6208301380368098,0.0,alert
WALKUP,2024Q1,days_since_2019_start,numeric,segment,20864,879,0.0,0.0,11.51283435597967,1.0,,,alert
WALKUP,2024Q1,month_cos,numeric,segment,20864,879,0.0,0.0,9.754591182762526,0.676092791411043,,,alert
WALKUP,2024Q1,month_sin,numeric,segment,20864,879,0.0,0.0,8.316962658411386,0.37825920245398775,,,alert
WALKUP,2024Q1,rate_regime_bucket,categorical,segment,20864,879,0.0,0.0,,,1.0,1.0,alert
WALKUP,2024Q2,days_since_2019_start,numeric,segment,20864,990,0.0,0.0,11.51283435597967,1.0,,,alert
WALKUP,2024Q2,month_cos,numeric,segment,20864,990,0.0,0.0,8.166181571733201,0.3885640337423313,,,alert
WALKUP,2024Q2,month_sin,numeric,segment,20864,990,0.0,0.0,8.028672759792128,0.5531537576687117,,,alert
WALKUP,2024Q2,rate_regime_bucket,categorical,segment,20864,990,0.0,0.0,,,1.0,1.0,alert
WALKUP,2024Q3,days_since_2019_start,numeric,segment,20864,986,0.0,0.0,11.51283435597967,1.0,,,alert
WALKUP,2024Q3,month_cos,numeric,segment,20864,986,0.0,0.0,9.733484293788205,0.6375575153374233,,,alert
WALKUP,2024Q3,month_sin,numeric,segment,20864,986,0.0,0.0,8.612637665032056,0.44684624233128833,,,alert
WALKUP,2024Q3,rate_regime_bucket,categorical,segment,20864,986,0.0,0.0,,,1.0,1.0,alert
WALKUP,2024Q4,days_since_2019_start,numeric,segment,20864,1016,0.0,0.0,11.51283435597967,1.0,,,alert
WALKUP,2024Q4,month_cos,numeric,segment,20864,1016,0.0,0.0,9.101005612434058,0.45868481595092025,,,alert
WALKUP,2024Q4,month_sin,numeric,segment,20864,1016,0.0,0.0,9.353956644129452,0.7157783742331288,,,alert
WALKUP,2024Q4,rate_regime_bucket,categorical,segment,20864,1016,0.0,0.0,,,1.0,1.0,alert
ELEVATOR,2023Q3,residential_units,numeric,segment,48433,913,0.5156167178389622,0.5317948717948718,0.16113179672135525,0.02439041985462964,,,warn
ELEVATOR,2023Q3,total_units,numeric,segment,48433,913,0.5156167178389622,0.5317948717948718,0.16113179672135525,0.02439041985462964,,,warn
ELEVATOR,2023Q4,residential_units,numeric,segment,48433,2022,0.5156167178389622,0.5502669039145908,0.16113179672135525,0.023996613715587367,,,warn
ELEVATOR,2023Q4,total_units,numeric,segment,48433,2022,0.5156167178389622,0.5502669039145908,0.16113179672135525,0.024018230860611722,,,warn
ELEVATOR,2024Q1,residential_units,numeric,segment,48433,1863,0.5156167178389622,0.551948051948052,0.16113179672135525,0.02561859254101362,,,warn
ELEVATOR,2024Q1,total_units,numeric,segment,48433,1863,0.5156167178389622,0.551948051948052,0.16113179672135525,0.025680478365900372,,,warn
ELEVATOR,2024Q3,residential_units,numeric,segment,48433,2382,0.5156167178389622,0.5356725146198831,0.16113179672135525,0.016558957735428325,,,warn
ELEVATOR,2024Q3,total_units,numeric,segment,48433,2382,0.5156167178389622,0.5356725146198831,0.16113179672135525,0.016558957735428325,,,warn
ELEVATOR,2024Q4,residential_units,numeric,segment,48433,2391,0.5156167178389622,0.5067051784609037,0.16113179672135525,0.016558957735428325,,,warn
ELEVATOR,2024Q4,total_units,numeric,segment,48433,2391,0.5156167178389622,0.5067051784609037,0.16113179672135525,0.016558957735428325,,,warn
SMALL_MULTI,2023Q3,h3_price_lag,numeric,segment,12393,247,0.0,0.0,0.10026443800173127,0.102976049885808,,,warn
SMALL_MULTI,2023Q3,neighborhood,categorical,segment,12393,247,0.0,0.0,,,0.303343176293526,0.004048582995951417,warn
SMALL_MULTI,2023Q3,residential_units,numeric,segment,7646,145,0.383038812232712,0.41295546558704455,0.1438970028112614,0.06569132383847309,,,warn
SMALL_MULTI,2023Q3,total_units,numeric,segment,7646,145,0.383038812232712,0.41295546558704455,0.12415924621285492,0.06665193429965643,,,warn
SMALL_MULTI,2023Q4,building_age,numeric,segment,12393,496,0.0,0.0,0.12381044069878616,0.06046792804470787,,,warn
SMALL_MULTI,2023Q4,neighborhood,categorical,segment,12393,496,0.0,0.0,,,0.21538889019035193,0.006048387096774193,warn
SMALL_MULTI,2023Q4,residential_units,numeric,segment,7646,279,0.383038812232712,0.4375,0.15089264349012835,0.07248900026907501,,,warn
SMALL_MULTI,2023Q4,total_units,numeric,segment,7646,279,0.383038812232712,0.4375,0.14281168948053655,0.07309324715432064,,,warn
SMALL_MULTI,2024Q1,building_age,numeric,segment,12393,485,0.0,0.0,0.1437648069502694,0.13735439277743255,,,warn
